CatalogNumber,Individual_ID,Fish_Species,Year_Fish_Collected,month_fish_collected,day_fish_collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,SKIN,Muscle,BUCCAL_CAVITY,BODY_CAVITY,PECTORALFIN,PELVICFIN,ANALFIN,CYST.UNKN.CAUDALFIN,CYST.UNK.DORSALFIN,GONAD,LIVER,KIDNEY,TREM.DIPS.EYE,HEART,STOMACH,NEMA.L.CONNECTIVE_TISSUE,NEMA.STY.INTESTINE,NEM.LARV.INTESTINE,CEST.BOTSP.INTESTINE,MONO.SALSP.GILL,MONO.SS.GILLS,MYXO.G.GILL,MONO.UNK.GILL,CYST.UNK.GILL,MYXO.MXYID.GALLBLADDER(PRESENCE1_ABSENCE0),CRUS.LERSP.FLUSH,Notes_details_about_parasites_missing,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1 Box Number,P1_label:MSB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P1 Notes,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2 Box Number,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P2 Notes,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3 Box Number,P3_Label:fishID,P3_label:Parasites_Code,P3 Notes,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,P4_Life_Stage,P4_Organ,P4_How_preserved,P4_barcode,P4 Box_number,P4_Label:fishID,P4_label:Parasites_Code,P4 Notes,P5_Species,P5_Number_of_individuals,P5_collector,P5_identifier,P5_Life_Stage,P5_Organ,P5_How_preserved,P5_barcode,P5 Box Number,P5_Label:fishID,P5_label:Parasites_Code,P5 Notes
MSB:Fish:4486,MSB 4486-5,Gambusia affinis,1978,9,29,JAR11273F,KL,07-11-2025,07-11-2025,25,20,158,KL,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1 MONO.SS lost,MSB 4486-5,Gambusia affinis,JAR11273F,Myxidium sp.,1,KL,KL,NA,Galll bladder,70% etoh,P6KTY,6,MSB 4486-5,MYXO.MYXID.GALLBLADDER,,Monogenea,1,KL,KL,NA,Gill,70% etoh,P6KTX,6,MSB 4486-5,MONO.SS.GILL,One lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4086,MSB 4086-4,Gambusia affinis,1978,9,29,JAR11341F,BP,07-11-2025,07-11-2025,26,19,139,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,MSB 4086-4,Gambusia affinis,JAR11341F,Salsuginus sp.,2,GC,GC,Adult,Gill,70% etoh,P6KTS,6,MSB 4086-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4172,MSB 4172-2,Gambusia affinis,1977,5,10,JAR11329F,JG,07-14-2025,07-14-2025,33,29,347,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,,MSB 4172-2,Gambusia affinis,JAR11329F,Salsuginus sp.,2,GC,GC,Adult,Gill,70% etoh,P6KTO,6,MSB 4172-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4172,MSB 4172-3,Gambusia affinis,1977,5,10,JAR11330F,BP,07-14-2025,07-14-2025,27,21,170,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,MSB 4172-3,Gambusia affinis,JAR11330F,Salsuginus sp.,2,KL,KL,Adult,Gill,70% etoh,P6KTP,6,MSB 4172-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4172,MSB 4172-1,Gambusia affinis,1977,5,10,JAR11328F,BP,07-14-2025,07-14-2025,29,24,252,KL,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,,MSB 4172-1,Gambusia affinis,JAR11328F,Salsuginus sp.,2,KL,KL,Adult,Gill,70% etoh,P6KTN,6,MSB 4172-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:6405,MSB 6405-1,Gambusia affinis,1989,10,16,JAR1131F,BP,07-14-2025,07-14-2025,32,24,325,KL,F,NA,1980s+ only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,0,,MSB 6405-1,Gambusia affinis,JAR11316F,Monogenea,2,KL,KL,NA,Gill,70% etoh,P6KTQ,7,MSB 6405-1,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:6405,MSB 6405-4,Gambusia affinis,1989,10,16,JAR11312F,BP,07-14-2025,07-14-2025,37,29,435,GC,F,NA,1980s+ only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,,MSB 6405-4,Gambusia affinis,JAR11312F,Salsuginus sp.,1,GC,GC,Adult,Gill,70% etoh,P6KTR,7,MSB 6405-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1078,MSB 1078-1,Gambusia affinis,1939,1,30,JAR11299F,BP,07-14-2025,07-14-2025,40,31,647,JG,F,Arthropod,"<35.1° must be > 35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,MSB 1078-1,Gambusia affinis,JAR11299F,Salsuginus sp.,1,JG,JG,Adult,Gill,70% etoh,P6KTM,7,MSB 1078-1,MONO.SALSP.GILL,,Unknown Cyst,1,JG,JG,NA,Gill,70% etoh,P6KTL,7,MSB 1078-1,CYST.UNK.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:6405,MSB 6405-5,Gambusia affinis,1989,10,16,JAR11314F,JG,07-14-2025,07-14-2025,34,27,398,JG,NA,Arthropod,1980s+ only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4172,MSB 4172-4,Gambusia affinis,1977,5,10,JAR11327F,BP,07-14-2025,07-14-2025,27,21,150,GC,M,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,MSB 4172-4,Gambusia affinis,JAR11327F,Salsuginus sp.,4,GC,GC,Adult,Gill,70% etoh,P6KTK,7,MSB 4172-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:6405,MSB 6405-2,Gambusia affinis,1989,10,16,JAR11315F,JG,07-14-2025,07-14-2025,37,31,537,EO,F,Arthropod,"1980s+ only 30mm and up, patterned cysts on caudal fin",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9004,MSB 9004-5,Gambusia affinis,1998,10,28,JAR11300F,JG,07-14-2025,07-14-2025,34,28,428,BP,F,Arthropod,1980s+only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,,MSB 9004-5,Gambusia affinis,JAR11300F,Salsuginus sp.,1,BP,BP,Adult,Gill,70% etoh,P6L3M,7,MSB 9004-5,MONO.SALSP.GILL,,Diplostomulum sp.,2,BP,BP,Metacercariae,Eye,70% etoh,P6L3L,7,MSB 9004-5,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1078,MSB 1078-5,Gambusia affinis,1939,1,30,JAR11308F,BP,07-14-2025,07-14-2025,39,29,627,KL,NA,NA,"<35.1° must be >35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,,MSB 1078-5,Gambusia affinis,JAR11308F,Monogenea,1,KL,KL,Adult,Gill,70% etoh,P6KUS,7,MSB 1078-5,MONO.UNK.GILL,Couldn't I.D. -have Marteen look?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4172,MSB 4172-5,Gambusia affinis,1977,5,10,JAR11326F,JG,07-14-2025,07-14-2025,27,21,137,JG,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,MSB 4172-5,Gambusia affinis,JAR11326F,Salsuginus sp.,3,JG,JG,Adult,Gill,70% etoh,P6KUQ,7,MSB 4172-5,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4056,MSB 4056-1,Gambusia affinis,1978,5,19,JAR11319F,EO,07-14-2025,07-14-2025,37,30,644,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,NA,0,,MSB 4056-1,Gambusia affinis,JAR11319F,Salsuginus sp.,3,GC,GC,Adult,Gill,70% etoh,P6KUR,7,MSB 4056-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1078,MSB 1078-2,Gambusia affinis,1939,1,30,JAR11302F,JG,07-14-2025,07-14-2025,41,32,699,KL,NA,NA,"<35.1° must be >35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1079,MSB 1079-2,Gambusia affinis,1941,9,14,JAR11331F,JG,07-14-2025,07-14-2025,35,29,447,KL,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1078,MSB 1078-4,Gambusia affinis,1939,1,30,JAR11320F,JG,07-14-2025,07-14-2025,43,37,1027,GC,F,Arthropod,"<35.1° must be >35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9004,MSB 9004-1,Gambusia affinis,1990,10,28,JAR11303F,BP,07-14-2025,07-14-2025,33,27,388,BP,NA,Arthropod,"1980s+only 30mm and up, Caudal fin cysts present",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9004,MSB 9004-4,Gambusia affinis,1990,10,28,JAR11301F,JG,07-14-2025,07-14-2025,34,28,405,GC,NA,NA,1980s+only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1079,MSB 1079-5,Gambusia affinis,1941,9,14,JAR11311F,JG,07-14-2025,07-14-2025,37,29,441,KL,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9004,MSB 9004-2,Gambusia affinis,1990,10,28,JAR11306F,JG,07-14-2025,07-14-2025,32,25,351,KL,NA,Arthropod,1980s+only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1079,MSB 1079-4,Gambusia affinis,1941,9,14,JAR11333F,BP,07-14-2025,07-14-2025,44,33,754,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1079,MSB 1079-3,Gambusia affinis,1941,9,14,JAR11332F,BP,07-14-2025,07-14-2025,33,25,457,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1079,MSB 1079-1,Gambusia affinis,1941,9,14,JAR11334F,BP,07-14-2025,07-14-2025,29,24,231,GC,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:6405,MSB 6405-3,Gambusia affinis,1989,10,16,JAR11313F,JG,07-14-2025,07-14-2025,33,26,403,GC,F,NA,1980s+only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4056,MSB 4056-5,Gambusia affinis,1978,5,19,JAR11321F,EO,07-14-2025,07-14-2025,34,28,581,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,MSB 4056-5,Gambusia affinis,JAR11321F,Salsuginus sp.,2,GC,GC,Adult,Gill,70% etoh,P6KUP,7,MSB 4056-5,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4056,MSB 4056-4,Gambusia affinis,1978,5,19,JAR11317F,EO,07-14-2025,07-14-2025,34,28,483,JG,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,,MSB 4056-4,Gambusia affinis,JAR11317F,Unknown cyst,1,JG,JG,NA,Gill,70% etoh,P6KUN,7,MSB 4056-4,CYST.UNK.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:515,MSB 515-1,Gambusia affinis,1949,11,19,JAR11307F,EO,07-14-2025,07-14-2025,43,36,964,KL,NA,"Arthropod, Bivalve",,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,MSB 515-1,Gambusia affinis,JAR11307F,Monogenea,4,KL,KL,NA,Gill,70% etoh,P6KUM,7,MSB 515-1,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4056,MSB 4056-2,Gambusia affinis,1978,5,19,JAR11322F,EO,07-14-2025,07-14-2025,36,28,566,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,NA,0,,MSB 4056-2,Gambusia affinis,JAR11322F,Salsuginus sp.,3,KL,KL,Adult,Gill,70% etoh,P6KUO,7,MSB 4056-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:515,MSB 515-5,Gambusia affinis,1949,11,19,JAR11304F,EO,07-14-2025,07-14-2025,43,35,1190,JG,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,0,,MSB 515-5,Gambusia affinis,JAR11304F,Monogenea,2,JG,JG,NA,Gill,70% etoh,P6KUJ,7,MSB 515-5,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:515,MSB 515-3,Gambusia affinis,1949,11,19,JAR11290F,EO,07-14-2025,07-14-2025,39,32,785,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,,MSB 515-3,Gambusia affinis,JAR11290F,Salsuginus sp.,1,GC,GC,Adult,Gill,70% etoh,P6KUL,7,MSB 515-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:515,MSB 515-4,Gambusia affinis,1949,11,19,JAR11287F,EO,07-14-2025,07-14-2025,37,32,1145,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,MSB 515-4,Gambusia affinis,JAR11287F,Monogenea,1,KL,KL,NA,Gill,70% etoh,P6KUK,7,MSB 515-4,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3421,MSB 3421-1,Gambusia affinis,1972,6,19,JAR11296F,EO,07-14-2025,07-14-2025,36,29,612,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,,MSB 3421-1,Gambusia affinis,JAR11296F,Salsuginus sp.,2,KL,KL,Adult,Gill,70% etoh,P6KUI,7,MSB 3421-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:515,MSB 515-2,Gambusia affinis,1949,11,19,JAR11310F,EO,07-14-2025,07-14-2025,37,30,662,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1078,MSB 1078-3,Gambusia affinis,1939,1,30,JAR11305F,BP,07-14-2025,07-14-2025,43,35,798,KL,NA,NA,"<35.1° must be >35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3421,MSB 3421-2,Gambusia affinis,1972,6,19,JAR11288F,EO,07-14-2025,07-14-2025,46,37,1270,KL,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3421,MSB 3421-5,Gambusia affinis,1972,6,19,JAR11293F,EO,07-14-2025,07-14-2025,44,36,1076,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,NA,0,,MSB 3421-5,Gambusia affinis,JAR11293F,Salsuginus sp.,17,KL,KL,Adult,Gill,70% etoh,P6KUG,7,MSB 3421-5,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:9004,MSB 9004-3,Gambusia affinis,1990,10,28,JAR11309F,JG,07-14-2025,07-14-2025,40,32,595,KL,F,Arthropod,1980s+only 30mm and up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3421,MSB 3421-4,Gambusia affinis,1972,6,19,JAR11294F,EO,07-14-2025,07-14-2025,40,33,736,KL,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,MSB 3421-4,Gambusia affinis,JAR11294F,Salsuginus sp.,1,KL,KL,Adult,Gill,70% etoh,P6KUE,7,MSB 3421-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3421,MSB 3421-3,Gambusia affinis,1972,6,19,JAR11291F,EO,07-14-2025,07-14-2025,42,35,996,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,,MSB 3421-3,Gambusia affinis,JAR11291F,Salsuginus sp.,2,KL,KL,Adult,Gill,70% etoh,P6KUF,7,MSB 3421-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4056,MSB 4056-3,Gambusia affinis,1978,5,19,JAR11318F,EO,07-14-2025,07-14-2025,37,28,549,JG,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,NA,0,,MSB 4056-3,Gambusia affinis,JAR11318F,Diplostomulum sp. ,3,JG,JG,Metacercariae,Eye,70% etoh,P6KUH,7,MSB 4056-3,TREM.DIPS.EYE,,Salsuginus sp.,4,JG,JG,Adult,Gill,70% etoh,P6KVM,7,MSB 4056-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4418,MSB 4418-1,Gambusia affinis,1978,8,3,JAR11292F,BP,07-14-2025,07-14-2025,43,34,1443,GC,F,Arthropod,"<35.1° must be >35mm, not random",0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,,MSB 4418-1,Gambusia affinis,JAR11292F,Salsuginus sp.,2,GC,GC,Adult,Gill,70% etoh,P6KWG,7,MSB 4418-1,MONO.SALSP.GILL,Fish presenting with scoliosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4418,MSB 4418-2,Gambusia affinis,1978,8,3,JAR11289F,BP,07-14-2025,07-14-2025,38,30,662,KL,F,"Arthropod, vegetation",,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
