"","CatalogNumber","YearCollected.x","MonthCollected.x","DayCollected.x","IndividualFishID.x","FishBarcode.x","Dissector.x","Examiner.x","DissectionDate.x","Sex.x","TotalLength_mm.x","StandardLength_mm.x","Weight_mg.x","CI.x","combo.x","Latitude.x","Longitude.x","trem.meta","crus.lercyp","trem.diphur","trem.n","mono.gyrsp","mono.unk","trem.white","trem.p","trem.neasp","trem.unk.x","trem.acet","trem.unclear","cest.larv","nem.cont","trem.cent","nem.cap","cest.b","trem.buc","nem.unk.x","nem.larv.x","myxo.myxsp","myxo.m","mono.dacsp","YearCollected.y","MonthCollected.y","DayCollected.y","IndividualFishID.y","FishBarcode.y","Dissector.y","Examiner.y","DissectionDate.y","Sex.y","TotalLength_mm.y","StandardLength_mm.y","Weight_mg.y","CI.y","combo.y","Latitude.y","Longitude.y","crus.d","crus.lersp","mono.gyrof","mono.salsp","mono.ss","trem.dips","trem.iz","trem.unk.y","nem.larv.y","nem.l","nem.myst","acanth.spk","cest.botsp","myxo.myxid","myxo.g","YearCollected","MonthCollected","DayCollected","IndividualFishID","FishBarcode","Dissector","Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","cope.imler","cope.lern","mono.dact","mono.gyro","myxo.b","nem.cl","nem.unk.y","trem.b","trem.d","trem.diplo","trem.dlum","trem.em","trem.fim","trem.gold","trem.l","trem.meta.unk","trem.ridge"
"131","MSB:Fish:5828",1987,9,10,"MSB 5828-4","JAR11769F","BP","JG","08-04-2025","F",37,30,514,"impact","impact_1981-1990",34.875039,-106.717581,0,0,2,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","MSB:Fish:611",1949,10,28,"MSB 611-4","JAR11743F","EO","CLW","07-31-2025",NA,51,42,1109,"impact","impact_1941-1950",35.155761,-106.655157,0,0,0,0,0,2,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","MSB:Fish:611",1949,10,28,"MSB 611-3","JAR11740F","EO","EO","07-31-2025","F",46,37,785,"impact","impact_1941-1950",35.155761,-106.655157,0,0,2,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","MSB:Fish:611",1949,10,28,"MSB 611-5","JAR11738F","EO","EO","07-31-2025","F",38,30,482,"impact","impact_1941-1950",35.155761,-106.655157,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","MSB:Fish:611",1949,10,28,"MSB 611-1","JAR11741F","EO","GC","07-31-2025",NA,49,39,957,"impact","impact_1941-1950",35.155761,-106.655157,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MSB:Fish:611",1949,10,28,"MSB 611-2","JAR11746F","EO","GC","07-31-2025",NA,46,37,870,"impact","impact_1941-1950",35.155761,-106.655157,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","MSB:Fish:612",1939,1,28,"MSB 612-3","JAR11788F","EO","EO","08-05-2025","F",45,37,858,"impact","impact_1931-1940",35.100259,-106.692107,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","MSB:Fish:612",1939,1,28,"MSB 612-5","JAR11789F","EO","CW","08-05-2025",NA,37,30,397,"impact","impact_1931-1940",35.100259,-106.692107,0,0,2,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","MSB:Fish:612",1939,1,28,"MSB 612-4","JAR11792F","JG","CW","08-07-2025",NA,38,32,547,"impact","impact_1931-1940",35.100259,-106.692107,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","MSB:Fish:612",1939,1,28,"MSB 612-3","JAR11791F","EO","CW","08-05-2025",NA,49,40,1047,"impact","impact_1931-1940",35.100259,-106.692107,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","MSB:Fish:612",1939,1,28,"MSB 612-1","JAR11790F","JG","JG","08-05-2025",NA,54,45,1686,"impact","impact_1931-1940",35.100259,-106.692107,12,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","MSB:Fish:613",1938,10,19,"MSB 613-3","JAR11686F","EO","EO","07-28-2025","F",62,49,1963,"impact","impact_1931-1940",35.100259,-106.692107,0,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","MSB:Fish:613",1938,10,19,"MSB 613-4","JAR11678F","BP","JG","07-28-2025",NA,59,48,1838,"impact","impact_1931-1940",35.100259,-106.692107,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MSB:Fish:613",1938,10,19,"MSB 613-1","JAR1180F","EO","CLW","07-28-2025","F",63,52,2583,"impact","impact_1931-1940",35.100259,-106.692107,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","MSB:Fish:613",1938,10,19,"MSB 613-2","JAR11683F","BP","GC","07-28-2025",NA,72,57,3631,"impact","impact_1931-1940",35.100259,-106.692107,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","MSB:Fish:613",1938,10,19,"MSB 613-5","JAR11677F","EO","CLW","07-28-2025",NA,50,42,1308,"impact","impact_1931-1940",35.100259,-106.692107,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","MSB:Fish:622",1939,2,26,"MSB 622-2","JAR11734F","BP","CLW","07-29-2025",NA,75,59,4394,"impact","impact_1931-1940",35.100259,-106.692107,0,0,8,0,2,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","MSB:Fish:622",1939,2,26,"MSB 622-4","JAR11731F","BP","BP","07-29-2025",NA,73,58,4940,"impact","impact_1931-1940",35.100259,-106.692107,0,0,0,0,2,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","MSB:Fish:622",1939,2,26,"MSB 622-3","JAR11729F","EO","JG","07-29-2025",NA,76,60,4034,"impact","impact_1931-1940",35.100259,-106.692107,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","MSB:Fish:622",1939,2,26,"MSB 622-5","JAR11726F","EO","EO","07-29-2025",NA,50,40,1172,"impact","impact_1931-1940",35.100259,-106.692107,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","MSB:Fish:622",1939,2,26,"MSB 622-1","JAR11732F","EO","CLW","07-29-2025",NA,70,56,3074,"impact","impact_1931-1940",35.100259,-106.692107,1,0,10,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MSB:Fish:630",1938,12,2,"MSB 630-4","JAR11752F","EO","GC","08-01-2025",NA,48,38,924,"impact","impact_1931-1940",35.100259,-106.692107,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","MSB:Fish:630",1938,12,2,"MSB 630-2","JAR11749F","EO","BP","08-01-2025",NA,49,40,1051,"impact","impact_1931-1940",35.100259,-106.692107,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","MSB:Fish:630",1938,12,2,"MSB 630-5","JAR11737F","JG","CLW","08-01-2025",NA,41,35,642,"impact","impact_1931-1940",35.100259,-106.692107,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","MSB:Fish:630",1938,12,2,"MSB 630-1","JAR11755F","JG","JG","08-01-2025","F",44,35,722,"impact","impact_1931-1940",35.100259,-106.692107,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","MSB:Fish:630",1938,12,2,"MSB 630-3","JAR11758F","JG","CLW","08-01-2025",NA,47,37,965,"impact","impact_1931-1940",35.100259,-106.692107,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","MSB:Fish:6303",1988,11,15,"MSB 6303-3","JAR11825F","EO","CW","08-11-2025",NA,60,49,2374,"impact","impact_1981-1990",35.014147,-106.665834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","MSB:Fish:6303",1988,11,15,"MSB 6303-1","JAR11823F","BP","JG","08-11-2025","F",57,46,2269,"impact","impact_1981-1990",35.014147,-106.665834,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","MSB:Fish:6303",1988,11,15,"MSB 6303-5","JAR11826F","BP","CW","08-11-2025",NA,55,44,1739,"impact","impact_1981-1990",35.014147,-106.665834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","MSB:Fish:6303",1988,11,15,"MSB 6303-4","JAR11824F","BP","CW","08-11-2025",NA,61,51,2381,"impact","impact_1981-1990",35.014147,-106.665834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","MSB:Fish:6303",1988,11,15,"MSB 6303-2","JAR11827F","EO","CW","08-11-2025",NA,53,43,1222,"impact","impact_1981-1990",35.014147,-106.665834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","MSB:Fish:632",1959,2,5,"MSB 632-3","JAR11796F","JG","CW","08-04-2025","F",51,40,1082,"impact","impact_1951-1960",34.987044,-106.690293,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","MSB:Fish:632",1939,2,5,"MSB 632-2","JAR11794F","JG","CW","08-04-2025",NA,41,33,615,"impact","impact_1951-1960",34.987044,-106.690293,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","MSB:Fish:632",1939,2,5,"MSB 632-1","JAR11793F","JG","CLW","08-04-2025","F",56,48,2023,"impact","impact_1951-1960",34.987044,-106.690293,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","MSB:Fish:632",1959,2,5,"MSB 632-5","JAR11797F","JG","MV","08-04-2025",NA,75,62,4419,"impact","impact_1951-1960",34.987044,-106.690293,0,0,9,2,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","MSB:Fish:632",1939,2,5,"MSB 632-2","JAR11794F","JG","CW","08-04-2025",NA,67,56,3607,"impact","impact_1951-1960",34.987044,-106.690293,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","MSB:Fish:637",1941,9,14,"MSB 637-4","JAR11801F","EO","JG","08-05-2025",NA,37,29,335,"impact","impact_1941-1950",35.096748,-106.692027,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","MSB:Fish:637",1941,9,14,"MSB 637-5","JAR11800F","JG","CW","08-05-2025",NA,36,30,346,"impact","impact_1941-1950",35.096748,-106.692027,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","MSB:Fish:637",1941,9,14,"MSB 637-3","JAR11798F","JG","JG","08-05-2025",NA,38,33,509,"impact","impact_1941-1950",35.096748,-106.692027,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","MSB:Fish:637",1941,9,14,"MSB 637-2","JAR11803F","EO","EO","08-05-2025","F",41,33,462,"impact","impact_1941-1950",35.096748,-106.692027,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","MSB:Fish:637",1941,9,14,"MSB 637-1","JAR11806F","JG","CW","08-05-2025",NA,52,45,1192,"impact","impact_1941-1950",35.096748,-106.692027,0,0,2,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
